"SALK_Line","fitdev","SuperGeneFamilyName","GeneFamilyName","Gene_Family","tagnum","mass","fruitnum","abortn","silique","fruits.removed","alive.at.harvest","treat","SALK_line","line","sown","germ","percent","comment","Gene","Source","Line_ID","Sub_Family","Gene_Name","Alternate_Gene_Name","Genomic_Locus.BAC.","Genomic_Locus_Tag","GI","Refseq_ID","Entrez_Gene_ID","Genbank_Nucleotide_Accession","Genbank_Protein_Accession","Protein_Function","Comments","Gene_Family_Criteria","Similar_Seq_or_Common_Domain","TAIR_Community_Accession_Person","TAIR_Community_Accession_Lab","TAIR_Publication_Reference","Pubmed_ID","Web_Page_URL","Web_Page_Title","FamilySize","delfield","cntrl","Freq","propabort","fitness","fitdevng","area.ratio","ratiocat","littleN","failedN","endo.area","tdna.area","Function","Regulatory","SFamilySize","reps"
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1107,NA,7,0,NA,0,NA,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.885245901639344,0,-41.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1107,NA,7,0,NA,0,NA,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.885245901639344,0,-41.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1107,NA,7,0,NA,0,NA,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.885245901639344,0,-41.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1105,0.02,15,63,6.5,3,1,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.807692307692308,2.1435,-33.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1107,NA,7,0,NA,0,NA,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.885245901639344,0,-41.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1107,NA,7,0,NA,0,NA,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.885245901639344,0,-41.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1107,NA,7,0,NA,0,NA,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.885245901639344,0,-41.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1107,NA,7,0,NA,0,NA,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.885245901639344,0,-41.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1107,0.03,7,54,9,0,1,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.885245901639344,1.0003,-41.6725663716814,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_062171C",-38.3665745454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1106,0.06,50,36,12.5,0,1,"treat","SALK_062171c","062171c",14,2,14.29,"","AT3G61150","salk","SALK_062171","NULL","HD-GL2-1","NULL","NULL","At3g61150","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein, GLABRA2 like 1 (HD-GL2-1)","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.418604651162791,7.145,1.32743362831859,7.3858125206,"1.5 -> Inf",2,NA,1162.7085,5558.508,"regulatory","yes",60,3
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1374,NA,11,0,NA,0,NA,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.541666666666667,0,-37.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1374,NA,11,0,NA,0,NA,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.541666666666667,0,-37.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1375,0.02,19,13,9,0,1,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.40625,5.8463,-29.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1374,0.01,11,13,8.5,0,1,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.541666666666667,3.3847,-37.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1374,NA,11,0,NA,0,NA,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.541666666666667,0,-37.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1374,NA,11,0,NA,0,NA,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.541666666666667,0,-37.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1374,NA,11,0,NA,0,NA,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.541666666666667,0,-37.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1373,0.02,22,15,8,0,1,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.405405405405405,6.7694,-26.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1372,0.01,5,27,10.5,4,1,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.84375,1.5385,-43.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
"SALK_061729C",-37.6415645454545,"MADS-box Transcription Factor Family","MADS-box Transcription Factor Family","MADS-box Transcription Factor Family",1374,NA,11,0,NA,0,NA,"treat","SALK_061729c","061729c",13,4,30.77,"","AT1G31140","salk","SALK_061729","NULL","AGL63","NULL","NULL","At1g31140","NULL","AY141243","NULL","NULL","NULL","MIKC","NULL","We exploited a hidden Markov model that produces a profile out of a multiple sequence alignment. A profile for MADS-box proteins was built to screen the Arabidopis genome to identify new members of this family. Only hits with a E value of <1 were considered to be members of the family. This analysis resulted in 107 MADS-box proteins, which could be sub-divided in type-I (Malpha, Mbeta, Mgamma) and type-II (MIKC, Mdelta) family members.","NULL","1501418015","NULL","501707748","12837945","NULL","NULL",62,0,"Treatments",108,0.541666666666667,0,-37.6725663716814,3.3009265339,"1.5 -> Inf",2,NA,1049.931,3702.123,"regulatory","yes",62,4
